# 【打診文の絶対条件・法務判定 v1.0】メール本文・署名にURLを一切貼らないこと（AmazonストアURL・自社サイト satoy-select.com・SNS すべて）。貼った瞬間に特定電子メール法2条2号の『広告宣伝ウェブサイトへの誘導』に該当し、相手の『営業お断り』表示が法的効力を持つ。白が黒に転ぶ唯一の分岐点。 ／ 1社1通・追送しない・断られたら即終了・一斉送信ツール禁止・実績ゼロを正直に書く。 ／ optout_class が D・E の社には打診しない。C は A/A_PLUS/B を全件消化した後・フォームのみ・1回限り。
順位,スコア,メーカー名,optout_class,contact_priority,action,allowed_channels,optout_hit_terms,optout_rule_ids,form_optout_notice,optout_source_url,optout_checked_at,recheck_condition,optout_e_subclass,optout_decided_by,optout_needs_review,optout_review_reason,正式商号,法人番号,所在地,公式HP,電話,問い合わせフォームURL,メール,確度,取引可否シグナル,備考,出典URL,該当商品数,主なカテゴリ,想定仕入れ金額の中央値,Amazon価格の中央値,代表商品名
60,,中央法規出版,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.chuohoki.co.jp/,2026-09-04,,,,,,中央法規出版株式会社,,〒110-0016 東京都台東区台東3-29-1,https://www.chuohoki.co.jp/,03-3834-5810,https://www.chuohoki.co.jp/site/pages/contact.aspx,,確定,連絡可,"昭和22年創立・資本金5,000万円・社員228名。本社代表 03-3834-5810、問い合わせ窓口 03-6387-3196。福祉/厚生分野の専門出版社",https://www.chuohoki.co.jp/site/pages/corporate-info.aspx ; https://www.chuohoki.co.jp/site/pages/contact.aspx,2,本,3015,9228,障害者総合支援法 事業者ハンドブック 報酬編〔2024年版〕: 報酬告示と留意事項通知
61,,充電の達人,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,,2026-09-04,,,,,,,,,,,,,不明,連絡不可,★抽出ノイズとして空欄のまま報告する（推測で埋めない）。Amazon専売のモバイルバッテリーブランドで、日本法人・公式サイト・販売元所在地のいずれも一次情報が見つからない。第三者のレビュー記事も「正確な国名や販売元の所在地は特定できず」「販売ページからは製造元や運営企業の具体的な実態を把握することが難しい」と書いており、実態の裏取りができない。前任の学び『英字ブランドの半分は対象が存在しない(法人登記なし・公式サイトなし・日本窓口なしのAmazon専売中国ブランド)』と同型。深追いしない。,,2,家電＆カメラ,662,1998,モバイルバッテリー 大容量 急速充電 【2026新設計・22800mAh大容量】 最大2.4A出力 4つのケーブル内蔵 軽量 小型 5台同時充電可 携帯充電器 LED残量表示 LE
62,,円谷プロダクション(Tsuburaya),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://m-78.jp/,2026-09-04,,,,,,"株式会社 円谷プロダクション（Tsuburaya Productions Co., Ltd.）",,〒150-0036 東京都渋谷区南平台町16-17 渋谷ガーデンタワー,https://m-78.jp/,,,,確定,連絡不可,"1963年設立・資本金3億1,000万円。**映像制作とキャラクターライセンスの会社であり、玩具の製造元ではない**（商品は各玩具メーカーへのライセンス供与により製造される）。したがって**仕入れ先にはならない**。電話は公式サイトに記載がなく空欄",https://m-78.jp/company/outline/,2,おもちゃ,1180,3880,円谷プロダクション(Tsuburaya) ウルトラマン カードゲーム ウルトラデッキ01 ウルトラマンティガ&ウルトラマンブレーザー[UD01] 対象年齢 9 歳～
63,,城東テクノ,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.joto.com/,2026-09-04,,,,,,"城東テクノ株式会社（JOTO TECHNO CO.,LTD.）",,〒541-0042 大阪府大阪市中央区今橋3丁目3番13号 ニッセイ淀屋橋イースト14階,https://www.joto.com/,06-6786-8601,,,確定,有望(小ロット/OEM/B2Bの明示あり),昭和36年創立・資本金1億円の樹脂建材メーカー。一級建築士事務所登録あり。製品は住宅建材（床下点検口・防鼠材等）で、**住宅メーカー/工務店向けのB2B流通**が本線。消費者窓口は 0120-106011。フォームURLは特定できず未取得,https://www.joto.com/company/outline/ ; https://www.joto.com/company/office_locations/,2,DIY・工具・ガーデン,26,1658,JOTO 丸マス蓋（枠なし） 樹脂製 耐圧２トン 300型 JT2-300SFW（雨水・穴あり） 城東テクノ
64,,安永,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.fine-yasunaga.co.jp/y-ap/company/index.html,2026-09-04,,,,,,安永エアポンプ株式会社,,〒130-0014 東京都墨田区亀沢3-4-1 安永東京センター3階（名張事業所：〒518-0444 三重県名張市箕曲中村920）,https://www.fine-yasunaga.co.jp/y-ap/,03-3621-3317,https://www.fine-yasunaga.co.jp/contact/,,確定,有望(小ロット/OEM/B2Bの明示あり),★会社分割の追跡が必要だった社。親会社の「株式会社安永」(三重県伊賀市・東証スタンダード上場・資本金21億円・連結1706名)に連絡しても該当商品の話にならない。代表商品「AP-40P 浄化槽エアーポンプ」のエアポンプ事業は2005年4月1日に**安永エアポンプ株式会社へ分社**しており、こちらが正しい打診先。分社後の規模は資本金7000万円・社員57名で中堅。親会社サイトの問い合わせページに事業部門別のメールフォームがあり、エアポンプは専用フォームに分かれている。ただし上場企業グループで浄化槽向けB2Bが本業のため、実績ゼロの小売との直取引は難度が高い。,https://www.fine-yasunaga.co.jp/y-ap/company/index.html ; https://www.fine-yasunaga.co.jp/contact/,2,DIY・工具・ガーデン,7036,14255,安永　AP-40P 　浄化槽エアーポンプ　ブロワー
65,,技術評論社,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://gihyo.jp/,2026-09-04,,,,,,"株式会社技術評論社（Gijutsu-Hyohron Co., Ltd.）",9011101044934,〒162-0846 東京都新宿区市谷左内町21-13,https://gihyo.jp/,03-3513-6150,,,確定,対象外(大手/流通構造),"電話は販売促進部（公式会社案内に掲載）。Gihyo Direct 側には 03-3513-6158 と別番号あり。法人番号はWikipedia由来のため参考。資本金3,000万円。出版社は取次流通が基本",https://gihyo.jp/site/profile ; https://direct.gihyo.jp/view/company,2,本,1908,5140,気象予報士かんたん合格テキスト 〈学科・一般知識編〉
66,,駿台文庫,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.sundaibunko.jp/,2026-09-04,,,,,,駿台文庫株式会社,6010001020230,〒101-0041 東京都千代田区神田駿河台1-7-4 小畑ビル6階,https://www.sundaibunko.jp/,03-5259-3301,https://www.sundaibunko.jp/company/contact.html,,確定,対象外(大手/流通構造),"駿台予備学校グループの出版社。資本金2,000万円・従業員114名。受付9:30-16:30（月〜金）。法人番号はWikipedia由来のため参考。公式サイトに『インターネットでのご購入についてのお問い合わせは各販売サイトへ直接』とあり、直販窓口ではない",https://www.sundaibunko.jp/company/contact.html ; https://ja.wikipedia.org/wiki/駿台文庫,2,本,1254,4850,2025-共通テスト実戦パッケージ問題　青パック (駿台大学入試完全対策シリーズ)
67,,AZ(エーゼット),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.az-oil.jp/,2026-09-04,,,,,,株式会社エーゼット,,〒538-0031 大阪市鶴見区茨田大宮1丁目7番59号,https://www.az-oil.jp/,06-6911-0070,,az-info@az-oil.jp,確定,有望(小ロット/OEM/B2Bの明示あり),★本丸候補。創業1955年の潤滑油・ケミカル・洗浄剤メーカー。メールは公式が『商品に関するお問い合わせはメール（az-info@az-oil.jp）でお願いします』と案内している正規窓口。★電話受付は**平日10:00〜正午のみ**と短いので、実務上はメール推奨。出典に特定商取引法に基づく表記を含む,https://www.az-oil.jp/view/company ; https://www.az-oil.jp/view/contract,1,DIY・工具・ガーデン,473,4150,AZ(エーゼット) 25:1 混合燃料 青 4L 刈払機などの燃料(FG015)
68,,Airクリーンラボ,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,,2026-09-04,,,,,,,,,,,,,不明,連絡不可,**取得ゼロ。** 検索でヒットしたのは『エア・クリーン株式会社』（福岡・業務用レンタル）、『株式会社サンライズコーポレーション』（AirEcoクリーン）、『株式会社ナック・エアーシステム』（大阪）で、**いずれも社名が似ているだけでブランド『Airクリーンラボ』との関係が確認できない**ため採用しなかった。一次情報なし,,1,ホーム＆キッチン,105,1980,【張る空気清浄機×5つの試験で99%】 ハウスダスト対策 エアコンフィルター 壁掛エアコン・空気清浄機用 掃除 ホコリ 換気扇 エアクリーンラボ 花粉対策 2枚入り
69,,C&G,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,http://helio-japan.com/,2026-09-04,,,,,,株式会社 Helio Japan,,〒541-0053 大阪市中央区本町1丁目2-2 ラシーヌ本町4F,http://helio-japan.com/,06-6266-1801,,,確定,連絡可,C&G は米カリフォルニア州サンディエゴ発祥のテーピングブランド。**日本の輸入販売元が株式会社 Helio Japan（設立 平成26年、資本金400万円）**。1回目の検索では所在地・電話が出ず、公式会社案内を fetch して確定した。**規模的に初回小ロットの交渉相手として現実的**。法人番号は未取得,http://helio-japan.com/company/ ; http://helio-japan.com/cg/,1,スポーツ＆アウトドア,226,1744,C&G キネシオロジーテープ 37.5mm × 5m 8巻入 伸縮 膝 足首 手首 指
70,,DVDBOX5枚組,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,,2026-09-04,,,,,,,,,,,,,不明,連絡不可,**メーカー名ではない。抽出リストのノイズ行。** 代表商品は『古畑任三郎DVDBOX 2nd season [並行輸入品]』で、『DVDBOX5枚組』は商品の形状を表す文字列がブランド欄に入り込んだもの。調査対象にならないので検索も行っていない。**v14 の名寄せ側で除去すべき行**,,1,PCソフト,1350,15569,古畑任三郎DVDBOX2ndseason [並行輸入品]
71,,Graphixly,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://graphixly.com/,2026-09-04,,,,,,Graphixly LLC,,"2605 Camino Tassajara #2594, Danville, CA 94526, U.S.A.",https://graphixly.com/,,https://graphixly.com/pages/contact-us,info@graphixly.com,確定,連絡可,CLIP STUDIO PAINT の北米・南米・欧州向け正規代理店（米国法人）。日本法人・日本窓口なし。**日本向けの仕入れ先にはならない**（Amazon.co.jp 上の商品は並行輸入）。法人番号は米国法人のため概念として存在しない,https://graphixly.com/pages/contact-us,1,PCソフト,7207,15178,CLIP STUDIO PAINT PRO - NEW Branding [並行輸入品] (Windows/Mac)
72,,KBファーム,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.wraios.co.jp/kbfarm.htm,2026-09-04,,,,,,株式会社オレオス,,〒368-0103 埼玉県秩父郡小鹿野町般若816-4,https://www.wraios.co.jp/kbfarm.htm,0494-75-5002,,,確定,有望(小ロット/OEM/B2Bの明示あり),★★本丸候補。『KBファーム』は**株式会社オレオス**（埼玉県秩父郡）が運営する通販専門ショップの屋号。昆虫ゼリー『プロゼリー』『すこやかゼリー』、菌床、マット等を**自社専用設備で製造**（純国産）。本社 0494-75-5002／KBファーム店舗 0494-75-5035／別窓口 0494-25-0088。★注意：『**直接の手渡しによる販売は行っておりません**』＝通販のみ。出典は秩父市の地域企業紹介サイト（公的性格）,https://find-chichibu.jp/news/member/oreosu/ ; https://www.wraios.co.jp/kbfarm.htm,1,ペット用品,2510,5600,KBファーム プロゼリー(16g 500個入り) 高たんぱく カブトムシ・クワガタ用
73,,LINKChef,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://linkchefkitchen.com/,2026-09-04,,,,,,,,,https://linkchefkitchen.com/,,,,参考,連絡不可,ブランドサイト（Shopify・米国向け）は存在するが、運営法人名・所在地・電話・メールのいずれも記載なし。中国広東省拠点との情報はアフィリエイト記事2本のみで一次情報なし＝採用せず。**連絡先は取得ゼロ**,https://linkchefkitchen.com/pages/about-us,1,ホーム＆キッチン,1108,3680,フードプロセッサー LINKChef ミキサー 小型 500ml 電動 260W 绞肉机 微塵切り チョッパー みじん切り器 離乳食 大根下ろ 肉ミンチ 挽き肉 氷 コンパクト 軽
74,,MITSUBA(ミツバサンコーワ),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.mskw.co.jp/about/greeting,2026-09-04,,,,,,株式会社ミツバサンコーワ,3070001016069,〒175-0094 東京都板橋区成増3-3-4,https://www.mskw.co.jp/,03-3938-3201,,,確定,対象外(大手/流通構造),1994年10月設立。★留意点: 親会社が東証上場の株式会社ミツバで、その**グループ会社**(ミツバグループ)。カー用品/バイク用品(ホーン・セキュリティ・エンジンスターター)、建機向部品、産業機器向部品を手がける。全国に営業所4〜10箇所(大阪/名古屋/福岡/札幌)と開発部(群馬県みどり市)を持つ中堅。上場企業グループで既存の自動車部品流通が確立しているため、実績ゼロの新規小売との直取引は難度が高い。取引窓口の表示なし。,https://www.mskw.co.jp/about/greeting ; https://baseconnect.in/companies/834ef7a6-ab21-4a01-9200-c3cdaeb7e11c,1,車＆バイク,1686,12600,MITSUBA(ミツバサンコーワ) アルファー II コンパクト ホーン クラクション 車 バイク 中音域 小型軽量 保安基準適合品 日本製 HOS-04G
75,,NB(ドットサイト),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,,2026-09-04,,,,,,,,,,,,,不明,連絡不可,**メーカー名ではない。抽出ノイズ行。** 『NB』はエアソフト業界の通販サイトで『**ノンブランド／その他**』を表す表記であり、企業名ではない（複数ショップで同じ用法を確認）。実際の製品は海外製のTrijicon RMRタイプ**レプリカ**で、輸入業者が各自買い付けている。★★**加えてエアソフト用品（ドットサイト等）はAmazonの出品規制・知的財産（Trijiconのレプリカ）両面でリスクが高い**。仕入れ候補から外すことを推奨,https://www.gtsfbc.jp/products/detail.php?product_id=2248,1,ホビー,1673,3599,RMR タイプ コンパクトドットサイト グロック用マウント付き ブラック
76,,NSW,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.bandainamcoent.co.jp/,2026-09-04,,,,,,株式会社バンダイナムコエンターテインメント,7010701019273,〒108-0014 東京都港区芝5丁目37番8号 バンダイナムコ未来研究所,https://www.bandainamcoent.co.jp/,03-6744-5500,,,確定,連絡可,**そもそも 'NSW' はブランド名ではなく Nintendo Switch を指す Amazon 上の表記**。v14 のメーカー抽出のノイズ行。代表商品『釣りスピリッツ Nintendo Switchバージョン』から実メーカー（バンダイナムコエンターテインメント）を特定できた。電話は公式会社概要記載の代表番号。法人番号は第三者DB由来（参考）,https://www.bandainamcoent.co.jp/corporate/overview/detail/ ; https://companydata.tsujigawa.com/company/7010701019273/,1,ゲーム,1331,5200,釣りスピリッツ Nintendo Switchバージョン -Switch
77,,OTTOCAST,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://ottocast.co.jp/,2026-09-04,,,,,,Azgate株式会社,,〒556-0011 大阪府大阪市浪速区難波中2-4-12 ティタカラナビル303号室,https://ottocast.co.jp/,03-6899-5900,https://ottocast.jp/pages/contact-us,support@ottocast.co.jp,確定,連絡可,Ottocast 本体は中国。日本の正規販売代理店として Azgate株式会社（ottocast.co.jp）が会社概要を公開。**ただし公式ストア ottocast.jp が2026-08-25に『公式・正規販売店に関する重要なお知らせ』を出しており、どちらが正規かは要確認**。電話 03-6899-5900 と support@ottocast.jp は ottocast.jp 側、support@ottocast.co.jp は Azgate 側。混同しないこと。法人番号は未取得,https://ottocast.co.jp/company/ ; https://ottocast.jp/pages/faq,1,車＆バイク,7645,13998,【正規品】オットキャスト ミラータッチ OTTOCAST Mirror Touch オット キャストミラーリング ワイヤレスCarPlayアダプター ワイヤレス化 純正有線CarP
78,,PKBジャパン,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.pkb.co.jp/,2026-09-04,,,,,,有限会社PKBジャパン,,〒536-0024 大阪市城東区中浜3丁目16-22-102,https://www.pkb.co.jp/,06-6965-2986,,,確定,連絡可,"米国 Pet King Brands, Inc. の**日本総輸入販売元**（2005年創業）。ZYMOX / Oratene シリーズを扱う。取引先は全国の動物病院・シグマ商事・森乳サンワールド等の**卸**＝流通は動物病院ルートが主。★注意：**動物用ケア商品のため、出品前に薬機法・動物用医薬品の区分確認が必要**（サトルのA-4案件）。★公式サイトが文字化けした状態で配信されており、所在地・電話は楽天の商品ページ（広告主表示）と突き合わせて一致を確認した",https://www.pkb.co.jp/company/index.html ; https://item.rakuten.co.jp/ant-pack/dc20-994/,1,ペット用品,2717,5200,PKBジャパン オーラティーン デンタルジェル 犬猫用 28g×2セット
79,,Pure(ピュア),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://akiyama-pure.com/,2026-09-04,,,,,,秋山産業株式会社,,,https://akiyama-pure.com/,,,,候補,連絡不可,『PURE ピュア』は**秋山産業株式会社**の手巻きタバコ用フィルターブランド。★所在地・電話は製品サイトから取得できず空欄。★★**重要：たばこ関連商品はAmazonの出品規制対象になり得る**（たばこ・喫煙具のカテゴリ制限）。仕入れ検討の前に**サトルのA-4（出品可否）で必ず確認すること**,https://akiyama-pure.com/ ; https://akiyama-pure.com/slims/products/slim_extreme_long_filter.html,1,ファッション,1184,3000,PURE スリム エクストリーム ロング フィルター 6mm x 30mm バリューパック600 ×４個セット 手巻き用
80,,Pエンタメストア,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.p-entamestore.jp/,2026-09-04,,,,,,,,,https://www.p-entamestore.jp/,,,,確定,連絡不可,★抽出ノイズ。Pエンタメストアはメーカーではなく**パチンコ/パチスロ用品の通販ショップ(小売)**。自ら「勝ち勝ちくん小役カウンター通販」と名乗り、電話注文は受け付けていない。代表商品「勝ち勝ちくん」の発売元は株式会社ガイドワークス、不良交換窓口は株式会社コア(0120-953-517)。**小売業者なので仕入れ先ではない**。連絡先は意図的に空欄。,https://www.p-entamestore.jp/ ; https://www.guideworks.co.jp/kachikachi/,1,ホビー,2493,4408,勝ち勝ちくん クリア PLUS 戦国乙女 山本カンスケバージョン カチカチくん 小役カウンター カチカチ君 プラス
81,,SUN-S(サンエス),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.sun-s.jp/,2026-09-04,,,,,,株式会社サンエス,,〒720-2124 広島県福山市神辺町大字川南741番地の1,https://www.sun-s.jp/,084-963-1111,,,確定,連絡可,『空調風神服』のメーカー。1932年創業・従業員500名・売上240億円（連結）。★取引先が『**全国弊社製品取扱代理店**』と明記されており、**代理店制を敷いている**。飛び込みの直取引は難しい見込み。空調風神服のカスタマーサポートは 0570-07-5566,https://www.sun-s.jp/corp/about.html ; https://www.sun-s.jp/corp/office.html,1,産業・研究開発用品,702,3580,サンエス【RD9010H】空調風神服用 斜めハイパワーファン2個セット／オリジナルステッカー付
82,,YouTen(ユーテン),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.youten.jp/,2026-09-04,,,,,,株式会社 オールマーケットジャパン,,〒374-0033 群馬県館林市堀工町1900番地107 オフィス202,https://www.youten.jp/,0276-55-0588,,amj@w.email.ne.jp,確定,連絡可,『YouTen（ユーテン）』は株式会社オールマーケットジャパンのショップ名。フィットネス用品・アウトドア用品を展開。営業 10:00-17:00（土日祝除く）。★メールがプロバイダ系アドレス（w.email.ne.jp）で、規模は小さい。出典は自社サイトの会社概要（特商法表記に相当）,https://www.youten.jp/view/company ; https://www.youten.jp/html/page1.html,1,スポーツ＆アウトドア,3335,6280,【アワード受賞・人気ブランド】 YouTen（ユーテン）ディップススタンド 耐荷重200kg 折りたたみ ディップスマシン ディップスバー 懸垂 チンニング トレーニング 運動器具
83,,からからつみき(KARAKARATSUMIKI),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,,2026-09-04,,,,,,,,,,,,,不明,保留(個人事業主の疑い・掲載可否は社長判断),★**法人格が確認できず個人事業主の疑いがあるため、連絡先の実データを PUBLIC リポから除外した**（法務B §8-5 の commit 前ゲートに該当）。実データは workspace/output/agent_output/T-20260904-004/B1/HELD_BACK_個人事業主疑い.jsonl に保持。掲載可否のカズヨ判断が出るまでここは空欄のままにする。元の調査内容は中間報告 §5 を参照,【非掲載】個人事業主の疑いのため PUBLIC リポには掲載しない（実データは agent_output 側）,1,おもちゃ,2967,6980,からからつみき 木製 積み木 ギフト 知育玩具 モンテッソーリ | 240ピース 日本製 宮崎県産杉100%使用 無塗装 木のおもちゃ 0歳 1歳 2歳 3歳 4歳
84,,アイアップ,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.eyeup.co.jp/,2026-09-04,,,,,,株式会社アイアップ,,〒150-0002 東京都渋谷区渋谷1-5-7,https://www.eyeup.co.jp/,03-5467-5060,,,確定,連絡可,法人番号は検索結果に出ず（未取得）。フォームURLは会社概要ページからは特定できず未取得。メール非公開,https://www.eyeup.co.jp/f/company,1,おもちゃ,1575,7000,アイアップ OH!寿司ゲーム マルチカラー
85,,アニプレックス,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.aniplex.co.jp/,2026-09-04,,,,,,株式会社アニプレックス,,〒102-8353 東京都千代田区六番町4-5,https://www.aniplex.co.jp/,03-5211-8031,,,候補,対象外(大手/流通構造),所在地は公式サイト（アニプレックス オンライン 会社案内）で確認。**電話 03-5211-8031 は日本映画データベース（JFDB）由来で公式サイトでは裏が取れていないため行全体を候補とした**。ソニーミュージックグループのアニメ企画製作会社で、仕入れ先ではない,https://online.aniplex.co.jp/info/company.html ; https://jfdb.jp/contacts/2716,1,DVD,891,11130,劇場版 魔法少女まどか☆マギカ[新編]叛逆の物語(完全生産限定版)
86,,ウッディプッディ(Woodypuddy),A,2,contact,"[""form"", ""mail"", ""phone""]",,,法人サービスに関するご案内は、以下の項目からご覧いただけます。ご不明点はお気軽にお問合せ下さい。,https://www.woodypuddy.com/company/corporate/,2026-09-04,,,,,,株式会社ウッディプッディ,,〒651-0083 兵庫県神戸市中央区浜辺通5丁目1-14 神戸商工貿易センタービル501,https://www.woodypuddy.com/,078-230-2122,https://www.woodypuddy.com/company/corporate/,shop@woodypuddy.com,確定,連絡可,"★★最有力級。木製玩具・知育玩具の企画販売。資本金1,200万円・2020年設立。**公式サイトに『法人のお客様』専用ページがあり『法人サービスに関するご案内』『ご不明点はお気軽にお問合せ下さい』と明示**。フリーダイヤル 0120-650-239 も公開。営業お断りの記載なし",https://www.woodypuddy.com/company/aboutus/ ; https://www.woodypuddy.com/company/corporate/,1,おもちゃ,2049,6592,ウッディプッディ(Woodypuddy) サラダセット
87,,エジソン(EDISON),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://allkjc.com/company-info/profile,2026-09-04,,,,,,株式会社ケイジェイシー,,〒140-0001 東京都品川区北品川1-10-4 Y.B.ビル5F,https://allkjc.com/,03-5796-9733,https://edisonmama.com/,,確定,対象外(大手/流通構造),★★有望。設立2003年・資本金3000万円・従業員58名・売上33.3億円の中小メーカー。事業内容は「育児、ベビー、キッズ、マタニティー、玩具、管理医療機器、介護用品の**企画・開発・製造・販売及び輸出入**」で自社企画製造。ブランドはEDISONmama/EDISON/EDISONstyle/EDISONToy/WowGear等。代表商品のWOW CUPはWowGearブランドで整合。★グループに卸・販売専業の「株式会社エジソン販売」(TEL 03-5796-9740・事業内容が卸・販売)があり、取引の相談先はこちらの可能性が高い。★留意点: 国内取扱店に赤ちゃん本舗/トイザらス/西松屋/イオン等の大手が並び、既存の流通網が強い。管理医療機器・化粧品・医薬部外品の製造販売業許可を持つ製品があるためAmazon出品時の規制確認が要る。,https://allkjc.com/company-info/profile ; https://edisonmama.com/about_edison/company/,1,ベビー＆マタニティ,311,1628,WOW CUP baby 【逆さにしても倒してもこぼれにくい】 360°どこからでも飲める トレーニングマグ ベビーマグ コップ飲み練習 ファーストカップ パーツ少ないシンプル設計
88,,キャットアイ(CAT EYE),A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.cateye.com/jp/company/outline/,2026-09-04,,,,,,株式会社キャットアイ,,〒546-0041 大阪府大阪市東住吉区桑津2丁目8番25号,https://www.cateye.com/jp/,06-6719-6001,https://www.cateye.com/jp/company/,,確定,連絡可,★中堅。1954年設立・資本金1億円・従業員196名の自転車アクセサリーメーカー。**日本国内に2工場・中国に1工場を持つISO認証の自社製造メーカー**で、大阪ものづくり優良企業に選定。事業目的に「自転車部品・付属品の製造販売」「金属・樹脂製品の製造販売」が入る。★留意点: 世界的ブランドで自転車専門店ルートの流通が確立しており、実績ゼロの新規小売との直取引は難度がある。取引窓口の表示は見つからず(A)。国際営業部の直通(06-6719-7781)は公開されている。,https://www.cateye.com/jp/company/outline/ ; https://www.m-osaka.com/jp/takumi/1180/,1,スポーツ＆アウトドア,989,3752,キャットアイ(CAT EYE) 自転車用LEDライト AMPP200（200ルーメン） USB充電式 最大13時間点灯 工具不要取付 HL-EL042RC
89,,キャロムショット,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://www.caromshot.com/sales/,2026-09-04,,,,,,【非掲載】個人事業主の疑いのため PUBLIC リポには掲載しない（実データは agent_output 側）,,【非掲載】個人事業主の疑いのため PUBLIC リポには掲載しない（実データは agent_output 側）,【非掲載】個人事業主の疑いのため PUBLIC リポには掲載しない（実データは agent_output 側）,【非掲載】個人事業主の疑いのため PUBLIC リポには掲載しない（実データは agent_output 側）,【非掲載】個人事業主の疑いのため PUBLIC リポには掲載しない（実データは agent_output 側）,,確定,保留(個人事業主の疑い・掲載可否は社長判断),★個人事業主の疑い（PUBLICリポには連絡先を載せない判定）。特定商取引法に基づく表記に「販売業者 キャロムショット 成瀬 浩一」「販売責任者 成瀬 浩一」とあり、株式会社・有限会社等の法人格の表記が一切ない。住所末尾の-403は集合住宅または雑居ビルの部屋番号とみられる。モデルガン用スプレー塗料は自社ブランド(CAROM)の製品で本丸に近い超小規模事業者だが、連絡先は個人の情報である可能性が高い。掲載可否は社長判断を仰ぐこと。,【非掲載】個人事業主の疑いのため PUBLIC リポには掲載しない（実データは agent_output 側）,1,DIY・工具・ガーデン,796,3004,キャロムショット モデルガン用スプレー塗料 ブラックスチール(黒鉄色) 容量:300ml
90,,ゲームテック,A,2,contact,"[""form"", ""mail"", ""phone""]",,,,https://gametech.co.jp/,2026-09-04,,,,,,"株式会社ゲームテック（GAMETECH CO.,LTD.）",,〒812-8629 福岡県福岡市博多区山王1丁目13-3,https://gametech.co.jp/,092-433-9911,https://gametech.co.jp/customer-support/,,確定,連絡可,"★打診可能。昭和60年設立・資本金3,000万円。デジタル機器関連製品の**企画・開発・製造販売**を自社で行う中堅メーカー。代表 092-433-9911、製品窓口 092-433-9918。営業お断りの記載なし",https://gametech.co.jp/corporate/ ; https://gametech.co.jp/customer-support/,1,ゲーム,28,1600,Pokemon GO Plus+対応本体収納ポーチ『シリコンポーチPlus+(ホワイト×レッド)』 - Mobile
91,,コモライフ,A,2,contact,"[""form"", ""mail"", ""phone""]",,,「Ａ＆Ｂトレードご利用規約 第9条（登録解除）9.その他当社が利用者として不適切と判断した時」により、90日間お取引履歴がない会員様や、極端にお取引履歴が少ない会員様に対しまして、今後も継続してご利用の意思がないものとし、事前通知なしに会員登録解除を行い、IDを無効とさせていただくことがございます。再登録をご希望の場合は…基本的にお断りさせていただいております。,https://www.ab.comolife.net/abtrade/html/,2026-09-04,,,,,,コモライフ株式会社,,,https://www.comolife.co.jp/,,https://www.ab.comolife.net/abtrade/html/,,候補,連絡可,★★★**メーカーではなく卸。A-3（登録できるネット卸業者）に直結する発見。** 1972年設立・大阪。自社で『**A&Bトレード**』というネットショップ様専用の商品卸サイトを運営し、**約500社のネットショップが登録**。取引先にアマゾンジャパン・楽天・ディノスセシール・ベルーナ等。サイトに『**1個から注文可能**』『**商品直送対応**』『会員登録・利用は費用無料』と明記＝**予算5万円の初回仕入れに適合**。★ただし利用規約 第9条に『**90日間お取引履歴がない会員様や、極端にお取引履歴が少ない会員様は、事前通知なしに会員登録解除。再登録は基本的にお断り**』とあり、**1回きりの取引では切られる**。継続前提でないと使えない。★所在地・電話は公式サイトがWixのJSレンダリングで取得できず空欄（A&Bトレード側の会社概要ページは 404）,https://www.comolife.co.jp/ビジネスモデル ; https://www.ab.comolife.net/abtrade/html/,1,DIY・工具・ガーデン,544,1993,コモライフ サッと使える緊急携帯トイレ 18回分 600cc 非常用トイレ 簡易 携帯 トイレ 防災 男女兼用 凝固剤
