カテゴリ,社名,名簿,会員種別,名簿URL,区分,外資の日本法人,大手（既知リスト）,従業員数（gBizINFO）,商社語を含む社名,取扱品目（名簿記載）,EC直販の有無
スポーツ＆アウトドア,(株)キャップス,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,フライ用品・毛針・ 輸入品,未調査
スポーツ＆アウトドア,（株）グラスルーツ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ロッド・ルアー,未調査
スポーツ＆アウトドア,クレハ合織(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣糸,未調査
スポーツ＆アウトドア,(株)グレンフィールド,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,フィッシング用サングラス等の企画製造販売 偏光サングラス,未調査
スポーツ＆アウトドア,グローブライド(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,はい,,,釣用品総合メーカー,未調査
スポーツ＆アウトドア,(株)ゲインコーポレーション,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣用オモリ・ルアー・ 釣針,未調査
スポーツ＆アウトドア,ケンインターナショナル（株）,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣用品全般,未調査
スポーツ＆アウトドア,(株)剛樹,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣竿・釣具製造卸,未調査
スポーツ＆アウトドア,(株)ゴーセン,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣糸・釣針・仕掛,未調査
スポーツ＆アウトドア,(株)コーモランプロダクト,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ルアー,未調査
スポーツ＆アウトドア,(有)財津釣具,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ウキ全般,未調査
スポーツ＆アウトドア,(有)サウスウインド,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,フィッシングカヤック,未調査
スポーツ＆アウトドア,栄通商(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,はい,輸入釣用品,未調査
スポーツ＆アウトドア,櫻井釣漁具(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣竿・釣用品,未調査
スポーツ＆アウトドア,(株)ささめ針,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣針・仕掛・ ルアー・釣用品,未調査
スポーツ＆アウトドア,(株)ザップ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ウェア・ルアー・ 偏光グラス,未調査
スポーツ＆アウトドア,(有)サニー商事,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,はい,釣具コマセカゴ・ 釣具小道具 他,未調査
スポーツ＆アウトドア,サンヨーナイロン(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣糸製造加工,未調査
スポーツ＆アウトドア,(株)サンライン,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣糸,未調査
スポーツ＆アウトドア,(株)ジークラック,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ルアー製造販売・ロッド・ルアー・ロッド・カバン・アクセサリー,未調査
スポーツ＆アウトドア,(株)シーフロアコントロール,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣具の製造・販売,未調査
スポーツ＆アウトドア,(株)シマノ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,はい,,,釣用品総合メーカー,未調査
スポーツ＆アウトドア,(株)下田漁具,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣漁具の製造・船釣用仕掛・底釣用漁具,未調査
スポーツ＆アウトドア,(株)ジャクソン,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣竿・ルアー,未調査
スポーツ＆アウトドア,(株)ジャッカル,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ロッド・ルアー・釣具用品一式,未調査
スポーツ＆アウトドア,(株)スズミエンタープライズ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,輸入釣用品・ レジャーキャンピング用品,未調査
スポーツ＆アウトドア,(株)スナガ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣用ボート,未調査
スポーツ＆アウトドア,(株)スミス,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ルアー・フライ釣用品,未調査
スポーツ＆アウトドア,征興産業(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣竿,未調査
スポーツ＆アウトドア,(株)ゼニス,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣竿・リールの製造及び卸売業,未調査
スポーツ＆アウトドア,(株)双進,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ウエダー類・レインウエアー・ ブーツ・ライフベスト・フロートチューブ,未調査
スポーツ＆アウトドア,第一精工(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣用品,未調査
スポーツ＆アウトドア,大同石油(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,履物・スパイクブーツ・ ネオプレンウエアー,未調査
スポーツ＆アウトドア,ダイトウブク(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,エアーポンプ・玉綱・金属小物類,未調査
スポーツ＆アウトドア,高階救命器具(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,32,,救命器具・ライフジャケット・ウェダー,未調査
スポーツ＆アウトドア,(株)タカタ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣用オモリ,未調査
スポーツ＆アウトドア,(株)タカミヤ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,小売・卸・製造・輸出入業務,未調査
スポーツ＆アウトドア,(株)タックルハウス,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ルアー,未調査
スポーツ＆アウトドア,谷山商事(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,はい,バレーヒル・釣武者・オリジナル釣用品,未調査
スポーツ＆アウトドア,(株)ダン,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣糸,未調査
スポーツ＆アウトドア,(株)津田商会,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,はい,釣具全般輸出入　OEM生産,未調査
スポーツ＆アウトドア,"TUNEMI＆CO.,LTD",日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ルアー・ロッド・用品,未調査
スポーツ＆アウトドア,(株)釣研,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ウキ全般・磯用品・ソルトルアー,未調査
スポーツ＆アウトドア,(株)ディーパース・ファクトリー,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,メタルジグ製造・ルアーロッド製造,未調査
スポーツ＆アウトドア,(株)ティムコ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,フィッシング用品・アウトドア用品の企画開発・輸出入・製造及び販売,未調査
スポーツ＆アウトドア,(株)デプス,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ルアーフィッシングタックル製造・販売・卸,未調査
スポーツ＆アウトドア,(株)デュオ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ルアーの製造・販売,未調査
スポーツ＆アウトドア,(株)天龍,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣竿・各種汎用パイプ 強化プラスチック成型,未調査
スポーツ＆アウトドア,(株)トアルソン,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣糸・ストリングス,未調査
スポーツ＆アウトドア,東邦産業(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,夜光釣用品,未調査
スポーツ＆アウトドア,東レ・モノフィラメント(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣糸,未調査
スポーツ＆アウトドア,(株)土肥富,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣針・釣仕掛・ サルカン・釣糸・他雑品,未調査
スポーツ＆アウトドア,(株)パームス,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣竿・ルアー,未調査
スポーツ＆アウトドア,バスデイ(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ルアー,未調査
スポーツ＆アウトドア,(株)林釣漁具製作所,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,擬似針・ワーム・餌木,未調査
スポーツ＆アウトドア,(株)ハヤブサ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣針・釣仕掛・アパレル,未調査
スポーツ＆アウトドア,(株)バリバス,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣糸・釣鈎・ 釣竿,未調査
スポーツ＆アウトドア,阪神素地(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,クロロプレン製ウェーダー、ナイロンウェーダー、釣り用ブーツ及びシューズ,未調査
スポーツ＆アウトドア,(株)ビーエムオージャパン,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,13,,フィッシング用品・ボート用品・リチウムイオン電池用品・製造販売業,未調査
スポーツ＆アウトドア,ピュア・フィッシング・ジャパン(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,はい,,,,リール・ロッド・ライン・ベイト・アクセサリー釣用品企画製造販売,未調査
スポーツ＆アウトドア,ヒロミ産業(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ウキ・電気ウキ・発光ダイオード付バッテリー,未調査
スポーツ＆アウトドア,(株)フィッシャーマン,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,輸出入釣用品,未調査
スポーツ＆アウトドア,富士工業(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ガイド・リールシート・ オモリ他,未調査
スポーツ＆アウトドア,冨士灯器(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ヘッドライト・ 電気ウキ他　夜釣り関連商品,未調査
スポーツ＆アウトドア,(株)フジノライン,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣糸・組糸,未調査
スポーツ＆アウトドア,(株)フジワラ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣り用オモリ製造・釣具製造（釣関連用品）,未調査
スポーツ＆アウトドア,(株)ブリーデン,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣竿・釣関連商品,未調査
スポーツ＆アウトドア,ブルーブルー(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣具・釣り用品製造販売,未調査
スポーツ＆アウトドア,マルキユー(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣餌・ロッド・ルアー・ 衣類・付属品,未調査
スポーツ＆アウトドア,(株)瑞穂機械製作所,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣用リール,未調査
スポーツ＆アウトドア,(株)ミヤマエ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,電動リール・釣竿,未調査
スポーツ＆アウトドア,明邦化学工業(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,タックルボックス他,未調査
スポーツ＆アウトドア,メガバス(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣具製造,未調査
スポーツ＆アウトドア,メジャークラフト(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ルアーロッド製造販売・ルアーフィッシングに関する用品の製造販売,未調査
スポーツ＆アウトドア,(株)もりげん,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣針・仕掛・釣用品,未調査
スポーツ＆アウトドア,山田電器工業（株）,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,小型家電製造,未調査
スポーツ＆アウトドア,山豊テグス(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣糸,未調査
スポーツ＆アウトドア,ヤマハ発動機(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,10366,,マリン事業,未調査
スポーツ＆アウトドア,(株)ヤマリア,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,擬似餌・擬似針・針仕掛,未調査
スポーツ＆アウトドア,ユニチカ(株) 繊維資材営業部,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣糸,未調査
スポーツ＆アウトドア,(有)よつあみ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣糸,未調査
スポーツ＆アウトドア,(株)ラインシステム,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣糸全般・ヘラ関連商品・バス関連商品他,未調査
スポーツ＆アウトドア,(株)ラッキークラフト,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ルアー・ フィッシングウェア他,未調査
スポーツ＆アウトドア,ラパラ・ジャパン(株),日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,はい,,,,釣具輸入卸,未調査
スポーツ＆アウトドア,(株)リチャーズ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣竿,未調査
スポーツ＆アウトドア,(有)リトルプレゼンツ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,フィッシングクロージング・アクセサリー,未調査
スポーツ＆アウトドア,(株)ルミカ,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣関連用品化学発光体,未調査
スポーツ＆アウトドア,（株）レヴォニック,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ルアー製造・販売,未調査
スポーツ＆アウトドア,(株)ワイ・ジー・ケー,日本釣用品工業会,正会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,釣糸製造,未調査
スポーツ＆アウトドア,(株)倉本産業,日本釣用品工業会,賛助会員,https://www.jaftma.or.jp/about/member_list/,メーカー候補,,,,,ラベル,未調査
スポーツ＆アウトドア,NPO法人ジャパンゲームフィッシュ協会,日本釣用品工業会,賛助会員,https://www.jaftma.or.jp/about/member_list/,団体（メーカーでない）,,,,,釣り団体,未調査
スポーツ＆アウトドア,(株)釣りビジョン,日本釣用品工業会,賛助会員,https://www.jaftma.or.jp/about/member_list/,非メーカー：メディア・IT・展示会・その他,,,,,釣り専門チャンネル[釣りビジョン」の製作放送,未調査
車＆バイク,(株)アールアイエイチ,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)IKD,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(有)アイ・ディ・アイ,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,アクシススタイリング(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)アクセス,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)アクセルオートコーポレーション,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)アクレ,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,アサヒライズ(株) FET事業部,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)アドヴィックスセールス,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)アバ,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,アピオ(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,Apex(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)阿部商会,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,非メーカー：総合商社・卸,,,,はい,,未調査
車＆バイク,(株)E.Rコーポレーション ROWEN事業部,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)イエローハット,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,非メーカー：小売,,はい,,,,未調査
車＆バイク,(株)イケヤフォーミュラ,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,伊藤忠オートモービル(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)インターテクノロジー,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)ヴァルド,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)ウェッズ,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(有)エアスト,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)エイチ・ピー・アイ,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,エイティーエス(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)EXIZZLE-LINE,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)エスエイチコーポレーション,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,SPK(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)エッチ・ケー・エス,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,NEW(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)エムエルジェイ,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,エムケーカシヤマ(株) ウインマックスディビジョン,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,M'z SPEED,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)Ｍ－ＴＥＣ,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,エンケイ(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)エンドレスアドバンス,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,エンパイヤ自動車(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)オーエス技研,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,オーゼットジャパン(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,はい,,,,,未調査
車＆バイク,(株)オートエクゼ,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)オートバックスセブン,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,非メーカー：小売,,はい,,,,未調査
車＆バイク,(株)オクヤマ,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,小倉クラッチ(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)カーレッグ,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(有)嘉衛門,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,カキモトレーシング(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)カクタスコーポレーション,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)カズキオート,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,カヤバ(株) 営業本部,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)キャロッセ,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,協永産業(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)共豊コーポレーション,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)錦之堂,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)クライメイト,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)クリーンエクセル,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)クリムソン,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)ケースペック,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)ケイアイティ ジャパン,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)ケイエスピーエンジニアリング,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)ケミテック,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)ゴードンミラー,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)コスミック,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)コラント ヴァレンティ事業部,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,5ZIGENインターナショナル(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)サード,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,三友商事(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,はい,,未調査
車＆バイク,(株)シーアールエス,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,(株)シーアールケイ,NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,CSマーケティング(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
車＆バイク,GTNET(株),NAPAC（日本自動車用品・部品アフターマーケット振興会）,会員,https://www.napac.jp/cms/ja/members,メーカー候補,,,,,,未調査
